NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
29/07/2021,"54,145.53","55,263.75","53,968.97","54,969.48",,,"3,863,200.00"
28/07/2021,"54,616.36","55,146.04","53,968.97","54,145.53",,,"3,366,700.00"
27/07/2021,"55,558.02","55,852.29","54,439.80","54,851.77",,,"6,783,100.00"
26/07/2021,"53,145.01","55,263.75","53,086.16","55,146.04",,,"7,447,600.00"
23/07/2021,"52,615.33","54,675.21","52,203.35","53,262.72",,,"7,745,700.00"
22/07/2021,"50,732.01","52,733.04","50,732.01","52,615.33",,,"4,475,571.00"
21/07/2021,"51,085.13","51,732.52","50,673.15","50,967.42",,,"4,340,686.00"
20/07/2021,"49,908.05","51,085.13","49,378.37","51,085.13",,,"3,895,576.00"
19/07/2021,"50,143.47","50,849.71","49,731.49","49,849.20",,,"3,628,800.00"
16/07/2021,"50,555.44","51,791.37","50,320.03","51,085.13",,,"2,385,700.00"
15/07/2021,"49,849.20","50,967.42","49,849.20","50,261.18",,,"2,734,600.00"
14/07/2021,"51,555.96","51,555.96","49,849.20","50,143.47",,,"2,607,200.00"
13/07/2021,"51,143.98","51,379.40","50,025.76","51,202.84",,,"2,634,900.00"
12/07/2021,"52,262.21","52,791.89","49,201.81","50,673.15",,,"7,615,900.00"
09/07/2021,"52,733.04","54,145.53","52,262.21","52,791.89",,,"4,288,900.00"
08/07/2021,"53,203.87","53,262.72","52,379.91","52,850.74",,,"2,617,322.00"
07/07/2021,"51,202.84","53,556.99","50,025.76","53,262.72",,,"6,182,100.00"
06/07/2021,"54,439.80","54,734.07","51,202.84","51,202.84",,,"3,824,100.00"
05/07/2021,"55,911.14","55,911.14","53,556.99","54,557.50",,,"6,430,028.00"
02/07/2021,"52,556.47","54,439.80","52,321.06","54,086.67",,,"3,908,500.00"
01/07/2021,"51,850.23","52,321.06","51,791.37","52,321.06",,,"1,700,100.00"
30/06/2021,"52,379.91","52,438.77","51,791.37","51,791.37",,,"2,174,432.00"
29/06/2021,"50,967.42","52,379.91","50,790.86","52,144.50",,,"5,571,900.00"
28/06/2021,"50,673.15","50,673.15","50,261.18","50,437.74",,,"1,858,800.00"
25/06/2021,"49,849.20","50,261.18","49,554.93","50,143.47",,,"1,613,400.00"
24/06/2021,"49,613.78","49,966.91","49,378.37","49,849.20",,,"2,207,800.00"
23/06/2021,"50,202.32","50,378.88","49,496.08","49,966.91",,,"3,010,300.00"
22/06/2021,"50,673.15","50,967.42","50,261.18","50,261.18",,,"3,285,300.00"
21/06/2021,"49,201.81","50,790.86","48,966.39","50,378.88",,,"3,990,900.00"
18/06/2021,"48,907.54","49,554.93","48,672.12","49,319.51",,,"1,728,500.00"
17/06/2021,"48,319.00","48,907.54","48,319.00","48,613.27",,,"2,346,400.00"
16/06/2021,"48,966.39","49,790.34","48,672.12","48,907.54",,,"2,774,400.00"
15/06/2021,"49,319.51","49,731.49","48,966.39","48,966.39",,,"1,778,700.00"
14/06/2021,"49,142.95","49,790.34","48,848.68","49,319.51",,,"4,650,976.00"
11/06/2021,"47,965.88","49,378.37","47,848.17","49,142.95",,,"2,439,600.00"
10/06/2021,"48,083.58","48,554.41","47,671.61","48,201.29",,,"2,578,556.00"
09/06/2021,"47,436.19","48,319.00","46,494.53","48,083.58",,,"3,602,100.00"
08/06/2021,"48,260.14","48,848.68","47,436.19","47,553.90",,,"4,886,000.00"
07/06/2021,"49,790.34","49,849.20","47,671.61","48,672.12",,,"4,269,800.00"
04/06/2021,"50,025.76","50,084.61","49,319.51","49,849.20",,,"5,945,600.00"
03/06/2021,"50,025.76","50,261.18","49,613.78","50,143.47",,,"4,495,770.00"
02/06/2021,"51,261.69","51,497.11","50,025.76","50,320.03",,,"5,240,005.00"
01/06/2021,"51,732.52","52,085.64","51,202.84","51,261.69",,,"3,495,000.00"
31/05/2021,"48,375.05","49,641.41","47,969.81","49,590.75",,,"4,421,806.00"
28/05/2021,"47,615.23","48,121.77","47,463.26","48,020.46",,,"1,874,300.00"
27/05/2021,"48,273.74","48,324.39","47,361.96","47,513.92",,,"2,974,924.00"
26/05/2021,"47,716.54","48,375.05","47,463.26","48,273.74",,,"2,097,800.00"
25/05/2021,"47,361.96","48,223.08","47,007.37","47,513.92",,,"2,232,300.00"
24/05/2021,"47,513.92","47,564.57","46,652.79","47,361.96",,,"3,680,121.00"
21/05/2021,"47,767.19","48,932.24","47,108.68","47,513.92",,,"6,641,600.00"
20/05/2021,"45,994.28","48,375.05","45,791.67","48,375.05",,,"4,055,300.00"
19/05/2021,"44,322.69","46,146.25","43,968.10","45,994.28",,,"2,896,300.00"
18/05/2021,"43,765.49","44,272.03","43,664.18","44,069.41",,,"2,281,300.00"
17/05/2021,"43,461.56","43,866.79","43,157.63","43,410.90",,,"4,489,400.00"
14/05/2021,"42,701.74","43,664.18","42,600.43","42,955.01",,,"1,908,700.00"
13/05/2021,"43,056.32","43,258.94","42,549.78","42,549.78",,,"2,789,200.00"
12/05/2021,"43,056.32","43,258.94","42,701.74","43,258.94",,,"1,864,500.00"
11/05/2021,"43,562.87","43,866.79","43,157.63","43,157.63",,,"2,284,000.00"
10/05/2021,"42,093.89","43,562.87","42,043.23","43,461.56",,,"4,581,300.00"
07/05/2021,"41,891.27","42,549.78","41,688.65","42,043.23",,,"2,750,900.00"
06/05/2021,"42,043.23","42,296.51","41,638.00","41,891.27",,,"1,969,000.00"
05/05/2021,"42,803.05","42,803.05","41,891.27","41,992.58",,,"2,347,200.00"
04/05/2021,"40,523.60","42,296.51","40,523.60","41,992.58",,,"3,425,700.00"
29/04/2021,"40,928.83","41,435.38","40,928.83","40,979.49",,,"2,228,900.00"
28/04/2021,"40,574.25","41,182.11","40,574.25","40,928.83",,,"1,727,649.00"
27/04/2021,"40,726.22","41,232.76","40,574.25","40,878.18",,,"1,812,100.00"
26/04/2021,"41,789.96","41,941.92","40,776.87","41,030.14",,,"3,116,300.00"
23/04/2021,"40,523.60","42,043.23","40,371.63","42,043.23",,,"3,206,400.00"
22/04/2021,"41,536.69","42,499.12","40,523.60","40,523.60",,,"2,424,200.00"
20/04/2021,"41,435.38","43,005.67","41,334.07","41,992.58",,,"5,067,760.00"
19/04/2021,"40,523.60","41,283.42","40,270.33","41,283.42",,,"3,550,700.00"
16/04/2021,"40,422.29","41,131.45","39,915.74","40,371.63",,,"2,595,600.00"
15/04/2021,"41,030.14","41,232.76","40,422.29","40,523.60",,,"3,080,200.00"
14/04/2021,"40,523.60","41,030.14","40,270.33","41,030.14",,,"2,530,600.00"
13/04/2021,"41,536.69","41,638.00","40,776.87","40,878.18",,,"3,303,300.00"
12/04/2021,"41,739.31","41,739.31","41,283.42","41,587.34",,,"2,119,500.00"
09/04/2021,"40,472.94","42,043.23","40,472.94","41,587.34",,,"4,984,795.00"
08/04/2021,"40,624.91","40,827.53","40,270.33","40,320.98",,,"2,129,800.00"
07/04/2021,"40,118.36","40,371.63","40,067.71","40,320.98",,,"2,055,600.00"
06/04/2021,"40,067.71","40,523.60","40,067.71","40,219.67",,,"1,632,800.00"
05/04/2021,"40,726.22","40,776.87","39,966.40","40,320.98",,,"2,757,500.00"
02/04/2021,"40,726.22","40,776.87","40,422.29","40,422.29",,,"1,991,200.00"
01/04/2021,"39,459.85","40,371.63","39,459.85","40,371.63",,,"3,150,900.00"
31/03/2021,"39,054.62","39,561.16","38,801.35","39,358.54",,,"1,420,000.00"
30/03/2021,"39,459.85","39,510.51","39,003.96","39,054.62",,,"1,712,500.00"
29/03/2021,"38,750.69","39,561.16","38,548.07","39,307.89",,,"2,034,665.00"
26/03/2021,"38,598.73","38,902.65","37,737.60","38,548.07",,,"2,672,600.00"
25/03/2021,"39,257.24","39,257.24","38,750.69","38,801.35",,,"2,355,400.00"
24/03/2021,"39,459.85","39,966.40","38,750.69","39,003.96",,,"2,788,500.00"
23/03/2021,"39,763.78","40,523.60","39,662.47","39,915.74",,,"2,333,200.00"
22/03/2021,"40,270.33","40,320.98","39,662.47","39,865.09",,,"3,074,800.00"
19/03/2021,"40,523.60","40,776.87","40,219.67","40,422.29",,,"2,923,500.00"
18/03/2021,"41,030.14","41,030.14","40,523.60","41,030.14",,,"2,177,500.00"
17/03/2021,"41,283.42","41,283.42","40,523.60","40,928.83",,,"2,573,500.00"
16/03/2021,"39,003.96","41,283.42","38,801.35","41,030.14",,,"5,171,000.00"
15/03/2021,"38,801.35","39,257.24","38,548.07","38,750.69",,,"1,801,400.00"
